id_item;category;question;correct_answer;incorrect_answer_a;incorrect_answer_b;incorrect_answer_c;visualizations
632;linguistica;¿Qué lengua romance tiene una inteligibilidad mutua del 85% con el portugués?;Gallego;Español;Italiano;Rumano;2372
633;linguistica;¿Qué letras usaban varios idiomas germánicos para escribir antes de adoptar el alfabeto latino?;Runas;Kanjis;Sánscritos;Welchers;2337
634;linguistica;¿Qué palabra describe mejor a una tarea ingrata, insoportable, repetitiva e interminable?;Sisífea;Orfeista;Pelopsiana;Otrerana;2226
635;linguistica;¿Qué significa \televisión\?;Visión lejana;Miope;Ver imágenes;Sonido y luz;2262
636;linguistica;¿Qué significa el nombre del antiguo idioma \sánscrito\?;Perfecto, refinado;Simple, conciso;Fuerte, duradero;Rápido, ágil;2333
637;linguistica;¿Qué significa la palabra \sóviet\?;Consejo;Camarada;Oso;Reino;2266
638;linguistica;¿Qué significa la palabra japonesa \origami\?;Papel doblado;Creación preciosa;Dar vida;Pájaros voladores;2339
639;linguistica;¿Qué significa la palabra sánscrita \yoga\?;Unión;Poder;Riqueza;Paz;2330
640;linguistica;¿Qué significa literalmente la expresión latina \ad hoc\?;Para esto;Por ejemplo;Al hombre;Esto es;2233
641;linguistica;¿Qué término denota una declaración breve y concisa?;Laconismo;Estoicismo;Maquiavelismo;Nepotismo;2273
642;linguistica;¿Qué transmite la frase \Et tu, Brute?\?;Traición;Frustración;Enfado;Felicidad;2300
643;literatura;¿Cómo se llama el socio de Sherlock Holmes?;Dr. Watson;Dr. Walton;Dr. Wallace;Dr. Willy;2216
644;literatura;¿Con qué se pincha el dedo la bella durmiente de los hermanos Grimm antes de caer en un profundo sueño?;Huso;Rosa;Erizo;Astilla;2311
645;literatura;¿Con quién comete adulterio Anna Karenina?;Conde Vronsky;Oblonsky;Rasputín;El Zar;2275
646;literatura;¿Cuál es el nombre del capitán en \Moby Dick\?;Ahab;Ismael;Elijah;Bildad;2196
647;literatura;¿Cuál es el primer nombre del escritor de cuentos argentino Borges?;Jorge Luis;Gregoire;Ignacio;Pedro José;2197
648;literatura;¿Cuál fue el primer libro de James Bond?;Casino Royale;Vive y deja morir;Moonraker;Los diamantes son para siempre;2261
649;literatura;¿Cuál fue la última novela (inacabada) de Charles Dickens?;El misterio de Edwin Drood;El guardavía;Nuestro común amigo;Grandes esperanzas;2343
650;literatura;¿En qué ciudad vivía Julieta, de Shakespeare?;Verona;Venecia;Viena;Valencia;2318
651;literatura;¿En qué novela distópica se decía que Gran Hermano vigilaba a los ciudadanos?;1984;Un mundo feliz;Rebelión en la granja;Divergente;2270
652;literatura;¿En qué siglo publicaron los hermanos Grimm su primera colección de cuentos de hadas?;19;17;15;16;2275
653;literatura;¿Qué adjetivo usa F. Scott Fitzgerald en el título de su libro para describir a su protagonista Jay Gatsby?;Gran;Grandioso;Majestuoso;Asombroso;2326
654;literatura;¿Qué escritor de ciencia ficción escribió las tres leyes de la robótica?;Isaac Asimov;H. P. Lovecraft;Aaron Allston;William Golding;2250
655;literatura;¿Qué famoso personaje infantil creó Carlo Collodi?;Pinocho;Cenicienta;La Sirenita;Rapunzel;2311
656;literatura;¿Qué físico teórico es el autor de \Breve historia del tiempo\?;Stephen Hawking;Samuel Edwards;Ugo Fano;Vladimir Arnold;2252
657;literatura;¿Qué libro autobiográfico fue publicado por Adolf Hitler en 1925?;Mein Kampf;Mi nuevo orden;Deustchen Reich;Nazismo;2376
658;literatura;¿Qué novela de Charles Dickens se considera una autobiografía?;David Copperfield;Oliver Twist;Cuento de Navidad;Historia de dos ciudades;2138
659;literatura;¿Qué novela se considera una obra central de la literatura mundial y uno de los mejores logros literarios de Tolstoy?;Guerra y paz;Anna Karenina;El reino de Dios está en vosotros;La muerte de Iván Ilich;2299
660;literatura;¿Qué obra de Shakespeare tiene a Próspero y Miranda como personajes?;La tempestad;Sueño de una noche de verano;Otelo;Antonio y Cleopatra;2287
661;literatura;¿Qué tienen en común los personajes de Shakespeare \Cleopatra\, \Romeo\ y \Otelo\?;Se suicidaron;Eran soberanos;Sufrían acrofobia;Eran dotados artistas;2350
662;literatura;¿Qué une a Frank Herbert, Samuel Delany, H. G. Wells, Frederik Pohl y Harlan Ellison?;Literatura de ciencia ficción;Poesía romántica;Pintura cubista;Música clásica;2259
663;literatura;¿Quién creó \Tarzán\ en 1912?;Edgar Rice Burroughs;Los hermanos Grimm;Hans Christian Andersen;Rudyard Kipling;2188
664;literatura;¿Quién es conocido como el \Bardo de Avon\?;William Shakespeare;Francis Bacon;John Ford;Edmund Spencer;2280
665;literatura;¿Quién es el autor de la novela \Los miserables\?;Victor Hugo;Alium Tofler;G. Wynne;Fedric;2251
666;literatura;¿Quién escribió \Alicia en el país de las maravillas\?;Lewis Caroll;C. S. Lewis;Thomas Hardy;Charles Dickens;2251
667;literatura;¿Quién escribió \Anna Karenina\?;Leo Tolstoy;Boris Pasternak;Victor Hugo;Lewis Carroll;2347
668;literatura;¿Quién escribió \Crimen y castigo\?;Fyodor Dostoyevsky;Vladimir Nabokov;Lewis Carroll;Alexander Solzhenitsyn;2297
669;literatura;¿Quién escribió \Doctor Zhivago\?;Boris Pasternak;Stanislaw Lem;Henryk Sienkiewicz;Roald Dahl;2232
670;literatura;¿Quién escribió \El retrato de Dorian Gray\ en 1890?;Oscar Wilde;Robert Musil;Aldous Huxley;C. S. Lewis;2276
671;literatura;¿Quién escribió \Las aventuras de Huckleberry Finn\?;Mark Twain;Charles Dickens;Roald Dahl;Enid Blyton;2296
672;literatura;¿Quién escribió \Las aventuras de Tom Sawyer\?;Mark Twain;John Ruskin;William Shakespeare;Leo Tolstoy;2232
673;literatura;¿Quién escribió \Los viajes de Gulliver\?;Jonathan Swift;Alexandre Dumas;Charles Lamb;Charles Dickens;2320
674;literatura;¿Quién escribió la novela \Robinson Crusoe\?;Daniel Defoe;Jonathan Swift;Roald Dahl;Charles Dickens;2276
675;literatura;¿Quién escribió la serie de libros de Harry Potter?;J. K. Rowling;J. R. R. Tolkien;George R. R. Martin;Rick Riordan;2310
676;literatura;¿Quién fue el creador de \Sherlock Holmes\?;Arthur Conan Doyle;Ian Fleming;Dr. Watson;Shakespeare;2285
677;literatura;¿Quiénes eran los protagonistas de \Lo que el viento se llevó\?;Rhett Buttler y Scarlett O'Hara;Charles Hamilton y Ellen O'Hara;Frank Kennedy y Gerald O'Hara;Ella Kennedy y Carreen O'Hara;2228
678;marcas;¿De cuál de estos países es la agencia de noticias Reuters?;Reino Unido;Palestina;Estados Unidos;Vietnam;2248
679;marcas;¿De qué color es habitualmente una lata de crema Nivea?;Azul;Naranja;Verde;Gris;2327
680;marcas;¿De qué país es la marca deportiva Adidas?;Alemania;Estados Unidos;Dinamarca;Suecia;2232
681;marcas;¿De qué país es Nokia?;Finlandia;Suecia;Islandia;Dinamarca;2331
682;marcas;¿De qué país proviene la marca de helado Häagen-Dazs?;Estados Unidos;Dinamarca;Reino Unido;Alemania;2264
683;marcas;¿De qué son marcas Pall Mall, Viceroy y Woodbine?;Cigarrillos;Chocolate;Vino;Brandy;2197
684;marcas;¿Dónde están los cuarteles generales de Panasonic?;Osaka;Tokio;Kioto;Kobe;2300
685;marcas;¿Dónde están los cuarteles generales de Samsung?;Corea del Sur;Japón;Indonesia;China;2287
686;marcas;¿Dónde están los cuarteles oficiales de Opera Software, famosos por su navegador de Internet?;Oslo;Londres;Estocolmo;Florencia;2341
687;marcas;¿En qué ciudad abrió el primer Starbucks en 1971?;Seattle;San Francisco;Sacramento;Nueva York;2367
688;marcas;¿En qué ciudad japonesa están los cuarteles generales de Toyota?;Toyota;Nagoya;Osaka;Tokio;2264
689;marcas;¿En qué estado americano están los cuarteles oficiales de Microsoft?;Washington;California;Illinois;Florida;2302
690;marcas;¿En qué país se creó la compañía \Lego\?;Dinamarca;Alemania;Noruega;Suecia;2298
691;marcas;¿Qué compañía de ordenadores sacó los videojuegos de \Sonic the Hedgehog\?;Sega;Atari;Sony;Square Enix;2232
692;marcas;¿Qué compañía desarrolló la primera impresora láser?;Xerox;Canon;Hewlett-Packard;Konica;2281
693;marcas;¿Qué compañía fue fundada por Bill Gates?;Microsoft;Apple;IBM;PayPal;2311
694;marcas;¿Qué compañía posee Marvel, los Muppets, Pixar y Hulu?;Disney;Sony;Netflix;Amazon;2204
695;marcas;¿Qué compañía tiene como logo 4 círculos entrelazados?;Audi;BMW;Chrysler;Toyota;2277
696;marcas;¿Qué compañía tiene como logo una silueta azul de un niño pescando y sentado sobre una luna creciente?;Dreamworks;Disney;Pixar;Sony;2322
697;marcas;¿Qué dos palabras se combinan para formar el nombre de la marca de relojes \Swatch\?;Second watch;Stylish watch;Special watch;Sophisticated watch;2274
698;marcas;¿Qué marca de cigarrillos fue la primera en tener una cajetilla con tapa?;Marlboro;Camel;Winston ;Lucky Strike;2340
699;marcas;¿Qué tipo de Coca-Cola estaba originalmente anunciada específicamente para hombres?;Coca-Cola Zero;Coca-Cola Light;Coca-Cola Class;C2 Cola;2239
700;marcas;¿Quién tuvo los derechos de autor de \Cumpleaños feliz\ durante casi 30 años?;Warner/Chappell Music;Michael Jackson;Marilyn Monroe;Hollywood Records;2179
701;marcas;¿Quiénes fueron junto con Steve Jobs los co-fundadores de Apple?;Steve Wozniak y Ronald Wayne;Steve Wozniak y Tim Cook;Ronald Wayne y Tim Cook;Mike Markkula y Steve Wozniak;2251
702;matematicas;¿A qué equivale el número de Avogadro aproximadamente?;6,02 por 10 elevado a 23;1,66 por 10 elevado a -27;3,8 por 10 elevado a -21;5,4 por 10 elevado a 29;2229
703;matematicas;¿Cómo se conoce a la propiedad A * B = B * A?;Conmutativa;Distributiva;Asociativa;Discriminativa;2244
704;matematicas;¿Cómo se le llama a un número entero más grande que 1 que sólo es divisible entre 1 y él mismo?;Primo;Par;Impar;Peculiar;2210
705;matematicas;¿Cómo se le llama a un polígono con seis lados?;Hexágono;Heptágono;Pentágono;Tetrágono;2206
706;matematicas;¿Cómo se le llama a un polígono de nueve lados?;Nonágono o eneágono;Heptágono o septágono;Hexágono o Sexágono;Decágono o Tenágono;2302
707;matematicas;¿Cómo se le llama al valor que aparece más frecuentemente en un grupo de datos?;Moda;Media;Desviación típica;Mediana;2244
708;matematicas;¿Cómo se llama el análogo de un cubo en cuatro dimensiones?;Teseracto;Couboide;Tetracúbilo;Marvolio;2317
709;matematicas;¿Cómo se llama el número en la parte inferior de una fracción?;Denominador;Numerador;Cociente;Índice;2251
710;matematicas;¿Cómo se llama el número en la parte superior de una fracción?;Numerador;Denominador;Cociente;Índice;2207
711;matematicas;¿Cómo se llama un polígono de 15 lados?;Pentadecágono;Tenapentágono;Pentatenágono;Decatenágono;2242
712;matematicas;¿Cómo se llama un triángulo cuyos tres lados tienen distinta longitud?;Escaleno;Isósceles;Equilátero;Obtuso;2313
713;matematicas;¿Cuál es el grupo de numeros que incluye todos los números naturales tanto positivos como negativos?;Enteros;Reales;Primos;Pares;2242
714;matematicas;¿Cuál es el número romano para 1.000?;M;D;C;L;2297
715;matematicas;¿Cuál es el valor de la constante matemática \e\ redondeada a 2 decimales?;2,72;3,14;1,82;4,81;2242
716;matematicas;¿Cuál es la probabilidad de que al lanzar una moneda salga cara si las 10 veces anteriores también ha salido cara?;1 entre 2;1 entre 10;10 entre 11;9 entre 10;2285
717;matematicas;¿Cuál es la raíz cuadrada de 16?;4;6;8;3;2295
718;matematicas;¿Cuál es la raíz cuadrada de 196?;14;13;12;15;2262
719;matematicas;¿Cuál es la raíz cuadrada de 49?;7;9;8;6;2351
720;matematicas;¿Cuántos grados suman los ángulos de un pentágono regular?;540;360;180;270;2285
721;matematicas;¿Qué descubrió el matemático John Napier en 1614?;Logaritmos;Multiplicación;Raíces cuadradas;Fracciones;2247
722;matematicas;¿Qué dígito no existe en los números romanos?;Cero;Uno;Millón;Billón;2352
723;matematicas;¿Qué matemático griego tiene una esfera encerrada en un cilindro tallada en su tumba?;Arquímedes;Pitágoras;Euclides;Aristóteles;2226
724;matematicas;¿Qué número representa \giga\?;1.000.000.000;1.000.000;1.00E+12;1;2312
725;matematicas;¿Qué número representa el número romano \D\?;500;50;5;5;2324
726;matematicas;¿Qué símbolo matemático determinó Ferdinand von Lindemann que era un número trascendental en 1882?;Pi;e;0;Número áureo;2323
727;matematicas;¿Qué término significa \a la misma distancia respecto a algo\?;Equidistante;Equilátero;Equiareal;Diametral;2257
728;matematicas;¿Qué tipo de triángulo tiene un ángulo interno mayor de 90 grados?;Obtuso;Recto;Agudo;Equilátero;2311
729;medicina;¿Cómo se le llama a la inflamación del hueso?;Osteítis;Tendinitis;Meningitis;Otitis;2270
730;medicina;¿Cómo se le llama a una radiografía de poca energía realizada en los pechos?;Mamografía;Ecografía;Tidografía;Pechografía;2285
731;medicina;¿Cómo se llama el trastorno cuyo nombre en griego significa \sin apetito\?;Anorexia;Afasia;Bulimia;Amusia;2259
732;medicina;¿Con qué se fabricaban los primeros antibióticos?;Hongos;Arena;Algas;Sales;2359
733;medicina;¿Contra qué enfermedad no protege la vacuna triple vírica?;Polio;Sarampión;Paperas;Rubeola;2345
734;medicina;¿Cuál de estos trastornos es muy común en los recién nacidos?;Ictericia;Osteoporosis;Xerostomía;Artritis;2202
735;medicina;¿Cuál de estos materiales se utilizaba para hacer dientes falsos?;Marfil;Cristal;Diamante;Cuarzo;2336
736;medicina;¿Cuál es el resultado de una secreción excesiva de la glándula pituitaria?;Altura, pies y manos desmedidos;Debilitamiento de los huesos;Voz extremadamente aguda;Crecimiento capilar y ungueal excesivo;2259
737;medicina;¿Cuál es el término médico para un nivel bajo de azúcar en sangre?;Hipoglucemia;Hipotiroidismo;Hipofrenia;Hipomimia;2264
738;medicina;¿Cuál es la primera causa de muertes en el mundo?;Enfermedades cardiovasculares;Cáncer;Alzheimer;Accidentes de coche;2283
739;medicina;¿Cuál es otro nombre más común para el ácido acetilsalicílico?;Aspirina;Ibuprofeno;Paracetamol;Antihistamínico;2295
740;medicina;¿Cuándo se realizó el primer transplante de corazón humano?;1967;1958;1970;1973;2258
741;medicina;¿De qué tipo de medicina alternativa se encontró evidencia en una momia de 5.300 años?;Acupuntura;Terapia de cristales;Homeopatía;Aceites esenciales;2320
742;medicina;¿En qué año se hizo la primera cirugía con anestesia general?;1804;1905;1733;1911;2333
743;medicina;¿En qué parte del cuerpo se inserta una aguja durante una punción lumbar?;Columna vertebral;Oreja;Estómago;Próstata;2255
744;medicina;¿Para qué se utiliza comúnmente la penicilina?;Antibiótico;Desinfectante;Antiviral;Antihistamínico;2319
745;medicina;¿Qué antiguo griego es considerado por muchos como \el padre de la medicina moderna\?;Hipócrates de Cos;Tales de Mileto;Diocles de Caristo;Critón de Heraclea;2279
746;medicina;¿Qué contrarrestan los antihistamínicos?;Reacciones alérgicas;Síndrome de abstinencia;Coagulación sanguínea excesiva;Epilepsia;2217
747;medicina;¿Qué defecto sanguíneo hereditario era conocido como \La enfermedad de la realeza\?;Hemofilia;Anemia;Leucemia;Malaria;2248
748;medicina;¿Qué descubrió Karl Landsteiner en 1901?;Grupos sanguíneos ABO;Neurogénesis;Ondas cerebrales;Vacunas;2243
749;medicina;¿Qué enfermedad afecta 16 veces menos a las mujeres que a los hombres?;Daltonismo;Hemofilia;Cáncer de pulmón;Apendicitis;2340
750;medicina;¿Qué enfermedad causa casi 1 de cada 6 muertes en el mundo?;Cáncer;Diarrea;Enfermedades cardiovasculares;SIDA;2267
751;medicina;¿Qué enfermedad estudia la oncología?;Cáncer;Alzheimer;Parkinson;Epilepsia;2254
752;medicina;¿Qué enfermedad investigaba Robert Koch?;Tuberculosis;Cáncer;Esquizofrenia;Epilepsia;2251
753;medicina;¿Qué enfermedad produce la falta de vitamina C?;Escorbuto;Anemia;Kwashiorkor;Raquitismo;2328
754;medicina;¿Qué es la halitosis?;Mal aliento;Pelos enquistados;Acné;Dermatitis;2263
755;medicina;¿Qué es un hemodializador?;Riñón artificial;Corazón artificial;Pulmón artificial;Hígado artificial;2328
756;medicina;¿Qué medicación se descubrió en 1928 pero no fue producida en masa hasta 1940?;Penicilina;Ibuprofeno;Vacuna contra la polio;Aspirina;2236
757;medicina;¿Qué medicamento descubierto en 1943 fue el primero en ser efectivo contra la tuberculosis?;Estreptomicina;Finasteride;Paracetamol;Isotrenoína;2354
758;medicina;¿Qué miran los médicos con un oftalmoscopio?;Ojo;Ano;Garganta;Nariz;2263
759;medicina;¿Qué órgano se inflama cuando se tiene encefalitis?;Cerebro;Hígado;Ojo;Lengua;2294
760;medicina;¿Qué parte del ojo se ve afectada por las cataratas?;Cristalino;Retina;Córnea;Nervio óptico;2268
761;medicina;¿Qué se tiene si se sufre de epitaxis?;Sangrado nasal;Salivación excesiva;Dolor articular;Caries;2293
762;medicina;¿Qué sentido pierde la gente que sufre ageusia?;Gusto;Oído;Olfato;Tacto;2290
763;medicina;¿Qué tiene en exceso la gente que sufre de leucemia?;Leucocitos;Eritrocitos;Plaquetas;Células de Schwann;2288
764;medicina;¿Qué tipo de medicina alternativa pone énfasis en el masaje y la manipulación física del tejido muscular y los huesos?;Osteopatía;Acupuntura;Homeopatía;Terapia de cristales;2320
765;medicina;¿Qué tipo de problema sufre alguien con alopecia?;Pérdida del cabello;Debilitación de las uñas;Descamación de la piel;Decoloración del ojo;2258
766;medicina;¿Qué tratamiento o medicamento estudió en profundidad Frederick Sanger?;Insulina;Penicilina;Vacunas;Quimioterapia;2330
767;medicina;¿Quién desarrolló la vacuna de la polio?;Jonas Salk;Alb E. Sabin;J. L. Baird;J. Perkins;2267
768;medicina;¿Quién inventó la penicilina?;Alexander Fleming;Jonas E. Salk;William Osler ;Robert Koch;2278
769;mediciones;¿A cuántas millas equivale un kilómetro?;0,62 millas;0,84 millas;0,5 millas;1,6 millas;2329
770;mediciones;¿Cómo se conoce también a la lente de un microscopio?;Ocular;Observador;Réflex;Lentuma;2225
771;mediciones;¿Cuál es la unidad de intensidad del sonido?;Decibelio;Hertz;Grado;Newton;2228
772;mediciones;¿Cuál es la unidad de medida de la iluminancia?;Lux;Brillum;Glister;Shinon;2326
773;mediciones;¿Cuántos caballos son un kilovatio?;1,34;2,91;6,45;3,82;2158
774;mediciones;¿Cuántos centímetros hay en un metro?;100;1;10;500;2310
775;mediciones;¿Cuántos grados Celsius son 86 grados Farenheit?;30;20;15;40;2294
776;mediciones;¿Cuántos kilómetros hay en una milla aproximadamente?;1,61 km;2,46 km;0,89 km;3,24 km;2294
777;mediciones;¿De qué medio de transporte miden la velocidad los número Mach?;Aviones;Astronaves;Barcos;Coches;2338
778;mediciones;¿En qué unidad se expresa el trabajo realizado sobre un objeto?;Julio;Vatio;Amperio;Kinetic;2275
779;mediciones;¿En qué unidades se mide normalmente la resistencia eléctrica?;Ohmnios;Voltios;Amperios;Vatios;2276
780;mediciones;¿Qué objeto se utiliza para separar la luz solar en sus componentes?;Prisma;Decompositor;Iridizador;Lumine;2194
781;mediciones;¿Qué civilización fue la primera en dividir el día en 24 horas?;Egipcios;Romanos;Griegos;Mayas;2318
782;mediciones;¿Qué herramienta de laboratorio se utiliza para transportar pequeños volúmenes medidos de líquido?;Pipeta;Placa de Petri;Forceps;Destilador;2321
783;mediciones;¿Qué instrumento detecta los terremotos?;Sismómetro;Escala Ritcher;Barómetro;Manómetro;2221
784;mediciones;¿Qué instrumento indica dónde están los puntos cardinales?;Brújula;Sextante;Astrolabio;Altímetro;2293
785;mediciones;¿Qué instrumento médico se utiliza para examinar los oídos?;Otoscopio;Estetoscopio;Microscopio;Conductoscopio;2252
786;mediciones;¿Qué instrumento produce rayos que aumentan el riesgo de problemas en el desarrollo y cáncer?;Máquina de rayos X;Ecógrafo;Electroencefalograma;Densograma;2304
787;mediciones;¿Qué instrumento se utiliza para medir la densidad relativa de los líquidos?;Hidrómetro;Liquidómetro;Viscómetro;Densómetro;2353
788;mediciones;¿Qué mide el \bar\?;Presión ;Corriente;Temperatura;Calor;2308
789;mediciones;¿Qué mide el tubo de Venturi?;Fluir de un líquido;Intensidad de sonido;Gravedad;Densidad;2221
790;mediciones;¿Qué mide la escala Beaufort?;Velocidad del viento;Fuerza de un terremoto;Radiación ultravioleta;Viscosidad;2304
791;mediciones;¿Qué mide un brazómetro?;Profundidad oceánica;Lluvia;Presión atmosférica;Humedad;2245
792;mediciones;¿Qué mide un manómetro?;Presión de gas;Volumen;Carga iónica;Flexibilidad;2329
793;mediciones;¿Qué mide un pluviómetro?;Lluvia;Rocío;Vapor de agua;Grosor del hielo;2282
794;mediciones;¿Qué mide un podómetro?;Pasos dados;Crecimiento de los niños;Concentración de gas;Ritmo musical;2235
795;mediciones;¿Qué miden los años luz?;Distancia;Corriente eléctrica;Intensidad luminosa;Tiempo;2318
796;mediciones;¿Qué miden los hertz?;Frecuencia;Voltaje;Resistencia eléctrica;Intensidad de sonido;2215
797;mediciones;¿Qué miden los kilovatios?;Potencia;Resistencia eléctrica;Intensidad de corriente;Trabajo;2285
798;mediciones;¿Qué miden los nilómetros?;El nivel del agua del Nilo;La concentración bacterial del Nilo;La población de cocodrilos del Nilo;La densidad vegetacional del Nilo;2225
799;mediciones;¿Qué se mide con la escala Gay-Lussac?;Graduación alcohólica;Acidez;Picante de la comida;Dureza;2222
800;mediciones;¿Qué se mide con un contador Geiger?;Radiación ionizante;Intensidad de corriente;Conductividad;Voltaje;2347
801;mediciones;¿Qué sistema decimal de medida se usa en prácticamente todo el mundo?;Sistema métrico;Sistema imperial;Sistema clásico;Sistema colonial;2323
802;mediciones;¿Qué unidad de longitud es igual a aproximadamente la distancia desde la Tierra al Sol?;Unidad astronómica;Año luz;Eón;Mol;2244
803;mediciones;¿Qué unidad de medida romana originalmente medía la distancia que podía caminar una persona en un día?;Legua;Estadio;Maratón;Kilómetro;2235
804;mitologia;¿A qué dos \más allá\ iban los guerreros que morían en combate en la mitología nórdica?;Valhalla y Fólkvangr;Elivagar y Bifrost;Gimli y Alfheim;Helheim y Idavol;2208
805;mitologia;¿A qué grupo pertenecía Atlas en la mitología griega?;Titanes;Dioses;Gigantes;Semidioses;2179
806;mitologia;¿A quién castigó la diosa Atenea convirtiéndola en una araña?;Aracne;Iris;Pandora;Medusa;2293
807;mitologia;¿A quién quería rescatar del inframundo Orfeo?;Eurídice;Apolo;Calíope;Perséfone;2261
808;mitologia;¿Asclepius era el héroe y dios griego de qué?;Medicina;Matemáticas;Naturaleza;Caza;2257
809;mitologia;¿Cómo se llama la batalla final, la muerte de los dioses y el fin del mundo en la mitología nórdica?;Ragnarök;Mjölnir;Valhalla;Hella;2231
810;mitologia;¿Cómo se llama la isla que desde la antigüedad se cree que se hundió en el océano?;Atlántida;Antártida;Deeptena;Te fiti;2222
811;mitologia;¿Cómo se llamaba el martillo del dios nórdico Thor?;Mjölnir;Eir;Göll;Kára;2281
812;mitologia;¿Cómo se llaman las figuras que deciden qué guerreros viven o mueren en la mitología nórdica?;Valkirias;Enanos;Brunnmigi;Fafnir;2319
813;mitologia;¿Cuál de estos es un reino nórdico, gobernado por Odín?;Asgard;Rorgard;Malagard;Durgard;2353
814;mitologia;¿Cuál era el hogar de los dioses griegos?;Monte Olimpo;Coloseo;Hades;Partenón;2311
815;mitologia;¿Cuál era el término para la arrogancia de alguien ante los dioses en la mitología griega?;Hubris;Humor;Bilis;Panteón;2220
816;mitologia;¿Cuál era la diosa griega del amor?;Afrodita;Atenea;Artemisa;Diana;2227
817;mitologia;¿Cuál era la diosa nórdica del amor, sexo, belleza, fertilidad, oro, brujería y guerra?;Freyja;Frigg;Sif;Idun;2212
818;mitologia;¿Cuál fue la primera mujer creada por los dioses según la mitología griega?;Pandora;Perséfone;Megara;Calíope;2260
819;mitologia;¿Cuántos reinos une el árbol Yggdrasil en la mitología nórdica?;9;7;5;3;2257
820;mitologia;¿De qué animal tenía forma el dios egipcio Sobek?;Cocodrilo;Águila;Serpiente;Gato;2287
821;mitologia;¿De qué era Démeter diosa según la mitología griega?;Agricultura;Amor;Sabiduría;Caza;2296
822;mitologia;¿De qué era dios Freyr según la mitología nórdica?;Fertilidad y virilidad;Sabiduría y conocimiento;Muerte;Risa;2215
823;mitologia;¿De qué era diosa Hathor según la mitología egipcia?;Maternidad, música y baile;Sol y luz;Sabiduría;Cosecha;2282
824;mitologia;¿De qué era diosa Minerva según la mitología romana?;Sabiduría;Muerte;Cosecha;Belleza;2225
825;mitologia;¿De qué es dios Agni en la mitología hindú?;Fuego;Agua;Tierra;Aire;2317
826;mitologia;¿Dónde residían las hamadríades según la mitología griega?;Árboles;Cuevas;Ríos;Estanques;2223
827;mitologia;¿En qué isla se forjó Excalibur, la espada del rey Arturo, según la leyenda?;Avalon;Camelot;Morgana;Uther;2304
828;mitologia;¿Para qué pueblo antiguo era Marduk el dios del agua, la vegetación, el juicio y la magia?;Babilonios;Egipcios;Celtas;Eslavos;2244
829;mitologia;¿Qué animal amamantó a Rómulo y Remo según la mitología romana?;Loba;Cerda;Yegua;Osa;2284
830;mitologia;¿Qué criatura mitológica era mitad hombre mitad caballo?;Centauro;Minotauro;Cíclope;Caribdis;2354
831;mitologia;¿Qué dios griego era el dios del cielo, el gobernante de todos los demás dioses e infame por su flirteo?;Zeus;Poseidón;Hades;Hermes;2362
832;mitologia;¿Qué dios nórdico murió al ser envenenado por una serpiente monstruosa, según la leyenda nórdica del fin del mundo?;Thor;Loki;Meili;Ullr;2305
833;mitologia;¿Qué dios, conocido como el mensajero de los dioses, era el hijo de Zeus y Maia?;Hermes;Apolo;Dioniso;Poseidón;2307
834;mitologia;¿Qué dos dioses son los gobernantes de los dos \más allá\ en la mitología nórdica?;Odín y Freyja;Thor y Loki;Váli y Vili;Hella y Zisa;2336
835;mitologia;¿Qué era Nessus, el asesino de Hércules?;Centauro;Minotauro;Esfinge;Quimera;2254
836;mitologia;¿Qué es una rusalka?;Ninfa de agua rusa;Monstruo celta de las montañas;Hada griega de la cosecha;Espíritu doméstico chino;2246
837;mitologia;¿Qué figura de la mitología romana es la personificación del sueño?;Somnus;Mors;Morfeo;Icelos;2257
838;mitologia;¿Qué fue lo único que quedó en la caja de Pandora después de que dejase salir todos los males del mundo?;Esperanza;Venganza;Futuro;Bondad;2231
839;mitologia;¿Qué grupo de gigantes míticos lideraba Polifemo?;Cíclopes;Asterios;Gratios;Hecatónquiros;2300
840;mitologia;¿Qué hizo Pigmalión según la mitología griega?;Se enamoró de una estatua que esculpió;Se comió a sus propios hijos;Vendió a su familia;Todo lo que tocaba se convertía en oro;2262
841;mitologia;¿Qué le robó Prometeo a los dioses para dárselo a la humanidad?;Fuego;Oro;Juventud;Magia;2314
842;mitologia;¿Qué mitología tiene dioses como Odin, Thor, Freyja y Njörðr?;Nórdica;Eslava;Griega;Hindú;2289
843;mitologia;¿Qué mitología tiene dioses como Rod, Perun, Vesna y Svarog?;Eslava;Nórdica;Sumeria;Polinesia;2251
844;mitologia;¿Qué monstruo tiene cuerpo de león, una cabeza de cabra sobre su espalda y una serpiente como cola?;Quimera;Esfinge;Hipogrifo;Minotauro;2334
845;mitologia;¿Qué significa el nombre de la diosa egipcia Isis?;Trono;Madre;Ayuda;Canción;2297
846;mitologia;¿Quién era el dios romano de la riqueza y la agricultura?;Saturno;Urano;Neptuno;Mercurio;2373
847;mitologia;¿Quién era el padre del dios nórdico Thor?;Odín;Loki;Njörðr;Asgard;2299
848;mitologia;¿Quién era la antigua diosa griega del arco iris?;Iris;Atenea;Afrodita;Diana;2286
849;mitologia;¿Quién era la diosa griega que castigaba a aquellos que eran arrogantes ante los dioses?;Némesis;Nix;Ápate;Keres;2299
850;mitologia;¿Quién es el dios del trueno en la mitología nórdica?;Thor;Odin;Loki;Vili;2284
